2.497018814086914062e+00 1.758976936340332031e+00 1.436568260192871094e+00 0.000000000000000000e+00 3.550298452377319336e+00 5.222430825233459473e-01 1.567560791969299316e+00 3.975096940994262695e+00 1.848036885261535645e+00 1.540594339370727539e+00 2.233373641967773438e+00 1.131168961524963379e+00 2.225986242294311523e+00 1.848227024078369141e+00 1.308526039123535156e+00 1.522104859352111816e+00 0.000000000000000000e+00 1.457586526870727539e+00 2.733394622802734375e+00 2.433421134948730469e+00 1.486001729965209961e+00 9.960894584655761719e-01 1.008482217788696289e+00 0.000000000000000000e+00 8.965982794761657715e-01 6.568577885627746582e-01 1.008143544197082520e+00 1.101891636848449707e+00 1.196785449981689453e+00 1.109487533569335938e+00 1.531174898147583008e+00 1.149117588996887207e+00 7.961983084678649902e-01 1.774449348449707031e+00 1.350229859352111816e+00 2.789253592491149902e-01 1.704578161239624023e+00 1.621817111968994141e+00 1.665709733963012695e+00 4.531422138214111328e+00 5.654732227325439453e+00 2.171141624450683594e+00 1.658963799476623535e+00 1.496084690093994141e+00 0.000000000000000000e+00 1.814295053482055664e-01 1.015570640563964844e+00 1.931200981140136719e+00 5.464882254600524902e-01 1.997164011001586914e+00
2.734713792800903320e+00 2.258365154266357422e+00 1.284755825996398926e+00 1.012972831726074219e+00 3.175305843353271484e+00 4.670796394348144531e-01 1.402014255523681641e+00 3.555227041244506836e+00 1.652835607528686523e+00 1.541205048561096191e+00 2.226010560989379883e+00 1.410689830780029297e+00 1.990873694419860840e+00 1.920487761497497559e+00 1.170585393905639648e+00 1.900222301483154297e+00 1.797878384590148926e+00 1.957817792892456055e+00 2.444707155227661133e+00 2.176867246627807617e+00 1.329288244247436523e+00 8.910688161849975586e-01 9.021728634834289551e-01 1.070600271224975586e+00 8.018924593925476074e-01 5.876154899597167969e-01 1.178447723388671875e+00 1.601113557815551758e+00 1.070372104644775391e+00 9.923032522201538086e-01 1.369432926177978516e+00 1.027980804443359375e+00 1.277596950531005859e+00 1.587019681930541992e+00 1.207599997520446777e+00 2.494679391384124756e-01 1.524516820907592773e+00 1.451478600502014160e+00 1.904382228851318359e+00 4.052768707275390625e+00 6.082255840301513672e+00 1.993671298027038574e+00 1.483735322952270508e+00 1.969169735908508301e+00 1.029441237449645996e+00 5.099329352378845215e-01 9.082636237144470215e-01 1.727236509323120117e+00 4.888738989830017090e-01 2.497380971908569336e+00
3.235044956207275391e+00 2.758536100387573242e+00 1.149343371391296387e+00 1.282455325126647949e+00 2.840643167495727539e+00 4.178397357463836670e-01 1.253933668136596680e+00 3.179709672927856445e+00 1.478592514991760254e+00 1.837820529937744141e+00 2.512232542037963867e+00 1.910925149917602539e+00 1.780618190765380859e+00 1.717637419700622559e+00 1.046945810317993164e+00 1.699513435363769531e+00 1.607975125312805176e+00 2.458003282546997070e+00 2.186507701873779297e+00 1.946970105171203613e+00 1.188902020454406738e+00 7.969501614570617676e-01 8.068861365318298340e-01 9.575656652450561523e-01 7.173652052879333496e-01 5.256567001342773438e-01 1.053972005844116211e+00 2.101289510726928711e+00 9.573230743408203125e-01 1.051067471504211426e+00 1.224770307540893555e+00 9.194119572639465332e-01 1.316675186157226562e+00 1.419404387474060059e+00 1.080055952072143555e+00 5.787484645843505859e-01 1.363510608673095703e+00 1.298474669456481934e+00 1.703236460685729980e+00 3.625509023666381836e+00 6.157901287078857422e+00 1.782999515533447266e+00 1.327027678489685059e+00 2.469355344772338867e+00 9.207099080085754395e-01 9.881584644317626953e-01 8.123307228088378906e-01 1.732117533683776855e+00 4.372437298297882080e-01 2.997650384902954102e+00
3.735307455062866211e+00 2.545906782150268555e+00 1.027946949005126953e+00 1.147014379501342773e+00 2.540573835372924805e+00 3.737082183361053467e-01 1.121478199958801270e+00 3.331383228302001953e+00 1.322434544563293457e+00 1.643727898597717285e+00 2.246900796890258789e+00 2.411182165145874023e+00 1.592432975769042969e+00 1.536215424537658691e+00 9.363656044006347656e-01 1.804499506950378418e+00 1.438134551048278809e+00 2.957263708114624023e+00 1.956037163734436035e+00 1.741334795951843262e+00 1.063289165496826172e+00 7.127749919891357422e-01 7.216731905937194824e-01 8.565952181816101074e-01 6.415968537330627441e-01 4.701399803161621094e-01 9.426453709602355957e-01 2.601465225219726562e+00 8.564102053642272949e-01 1.550343990325927734e+00 1.394468426704406738e+00 8.222783207893371582e-01 1.177899479866027832e+00 1.269501328468322754e+00 9.659849405288696289e-01 1.078962326049804688e+00 1.219758272171020508e+00 1.161339879035949707e+00 1.795900821685791016e+00 3.242546081542968750e+00 6.531140804290771484e+00 1.594701647758483887e+00 1.187072992324829102e+00 2.969507217407226562e+00 8.234652280807495117e-01 1.437289953231811523e+00 7.265377044677734375e-01 2.232297420501708984e+00 3.910577893257141113e-01 2.766156911849975586e+00
4.234494686126708984e+00 2.276993274688720703e+00 9.193821549415588379e-01 1.025876998901367188e+00 2.272228479385375977e+00 3.342356085777282715e-01 1.003028631210327148e+00 3.037554979324340820e+00 1.182754874229431152e+00 1.470138072967529297e+00 2.135018825531005859e+00 2.910435914993286133e+00 1.424552440643310547e+00 1.373925328254699707e+00 8.374680280685424805e-01 1.614266991615295410e+00 1.286236763000488281e+00 2.661381244659423828e+00 1.749467372894287109e+00 1.557438731193542480e+00 9.509787559509277344e-01 6.376496553421020508e-01 6.452707052230834961e-01 7.661259174346923828e-01 6.613594293594360352e-01 7.460112571716308594e-01 8.430894017219543457e-01 2.566418886184692383e+00 7.659592628479003906e-01 2.050604581832885742e+00 1.894726276397705078e+00 7.354360818862915039e-01 1.053496956825256348e+00 1.135695457458496094e+00 8.641486763954162598e-01 1.579142928123474121e+00 1.090924024581909180e+00 1.038685441017150879e+00 2.296153306961059570e+00 2.899933099746704102e+00 6.867720127105712891e+00 1.426603436470031738e+00 1.061701774597167969e+00 2.964645147323608398e+00 7.365013360977172852e-01 1.285502910614013672e+00 9.620364308357238770e-01 2.236171245574951172e+00 3.497579991817474365e-01 2.474004507064819336e+00
4.244219303131103516e+00 2.036901950836181641e+00 8.222249150276184082e-01 9.177313446998596191e-01 2.032179117202758789e+00 2.989332675933837891e-01 8.972937464714050293e-01 2.801700830459594727e+00 1.057839512825012207e+00 1.315108895301818848e+00 2.635320901870727539e+00 2.802082777023315430e+00 1.274102568626403809e+00 1.229042172431945801e+00 7.490180730819702148e-01 1.443752288818359375e+00 1.150464057922363281e+00 2.380234956741333008e+00 1.564715147018432617e+00 1.393262505531311035e+00 8.507325649261474609e-01 9.421855211257934570e-01 5.773703455924987793e-01 6.850334405899047852e-01 1.161603212356567383e+00 1.246229529380798340e+00 7.542115449905395508e-01 2.295401573181152344e+00 6.850579380989074707e-01 2.550867557525634766e+00 2.394961357116699219e+00 6.576505899429321289e-01 9.422303438186645508e-01 1.015752315521240234e+00 7.729387879371643066e-01 1.940181970596313477e+00 9.757026433944702148e-01 9.289496541023254395e-01 2.796373367309570312e+00 2.594228029251098633e+00 6.142954826354980469e+00 1.275457382202148438e+00 1.528952479362487793e+00 2.651466608047485352e+00 6.587131023406982422e-01 1.149747252464294434e+00 9.267968535423278809e-01 2.000390529632568359e+00 3.128882050514221191e-01 2.212721824645996094e+00
3.795933008193969727e+00 1.821729540824890137e+00 7.355427742004394531e-01 8.207940459251403809e-01 1.817933440208435059e+00 2.673424482345581055e-01 8.025190830230712891e-01 3.301909208297729492e+00 9.463051557540893555e-01 1.176204204559326172e+00 3.135569572448730469e+00 2.506063699722290039e+00 1.139528274536132812e+00 1.099238634109497070e+00 6.700581908226013184e-01 1.291319012641906738e+00 1.029178023338317871e+00 2.128845930099487305e+00 1.399454593658447266e+00 1.246098160743713379e+00 7.608866095542907715e-01 8.426797389984130859e-01 5.163958072662353516e-01 1.127754926681518555e+00 1.661782622337341309e+00 1.701720356941223145e+00 6.745554804801940918e-01 2.052978515625000000e+00 6.126890778541564941e-01 2.316852807998657227e+00 2.786749839782714844e+00 9.190472364425659180e-01 8.425523638725280762e-01 9.084685444831848145e-01 6.913018822669982910e-01 1.735181093215942383e+00 8.726420402526855469e-01 8.310234546661376953e-01 3.295624732971191406e+00 2.320163965225219727e+00 6.126064300537109375e+00 1.141174316406250000e+00 2.028204441070556641e+00 2.371472120285034180e+00 5.892661809921264648e-01 1.028315901756286621e+00 8.289135098457336426e-01 1.789131760597229004e+00 7.883772253990173340e-01 1.979036808013916016e+00
3.394991397857666016e+00 1.629601001739501953e+00 6.578605771064758301e-01 7.341059446334838867e-01 1.625905990600585938e+00 2.391629517078399658e-01 8.114361763000488281e-01 3.802132129669189453e+00 8.463591933250427246e-01 1.051262974739074707e+00 3.634884357452392578e+00 2.241370677947998047e+00 1.019391655921936035e+00 9.831393957138061523e-01 5.992913246154785156e-01 1.155217051506042480e+00 9.204933047294616699e-01 1.904414653778076172e+00 1.588097214698791504e+00 1.114463925361633301e+00 6.805236339569091797e-01 7.536799907684326172e-01 4.618425071239471436e-01 1.627975702285766602e+00 2.161017179489135742e+00 1.522002577781677246e+00 6.033007502555847168e-01 1.836519718170166016e+00 9.153933525085449219e-01 2.071548223495483398e+00 2.492396116256713867e+00 1.295893669128417969e+00 7.537399530410766602e-01 1.198427796363830566e+00 6.182817220687866211e-01 1.552251577377319336e+00 7.806261777877807617e-01 7.432528138160705566e-01 3.713882207870483398e+00 2.075060844421386719e+00 5.480312824249267578e+00 1.020619392395019531e+00 2.210748195648193359e+00 2.121387004852294922e+00 5.270304083824157715e-01 9.197208881378173828e-01 7.415283322334289551e-01 1.600164890289306641e+00 1.288565754890441895e+00 1.770029544830322266e+00
3.037068128585815430e+00 1.457483172416687012e+00 7.325457334518432617e-01 6.565622687339782715e-01 1.559164285659790039e+00 2.139051109552383423e-01 1.311678647994995117e+00 4.302340030670166016e+00 7.569577693939208984e-01 9.410790801048278809e-01 3.425414800643920898e+00 2.005073785781860352e+00 9.117214679718017578e-01 1.279321193695068359e+00 1.095381617546081543e+00 1.033212065696716309e+00 8.232749700546264648e-01 1.703257441520690918e+00 1.890399575233459473e+00 9.967668652534484863e-01 1.034216880798339844e+00 7.489727139472961426e-01 4.130645096302032471e-01 2.128155946731567383e+00 2.574250459671020508e+00 1.363814830780029297e+00 5.397045612335205078e-01 1.642524838447570801e+00 1.415700435638427734e+00 1.853558778762817383e+00 2.847875595092773438e+00 1.159034609794616699e+00 6.741299629211425781e-01 1.698644280433654785e+00 5.529869794845581055e-01 1.388323545455932617e+00 6.981821060180664062e-01 6.647348403930664062e-01 3.321606159210205078e+00 2.461320877075195312e+00 4.901392936706542969e+00 9.130308032035827637e-01 1.977228999137878418e+00 1.897357225418090820e+00 4.713682532310485840e-01 8.225929141044616699e-01 6.632030606269836426e-01 1.431163430213928223e+00 1.175663471221923828e+00 2.260683774948120117e+00
2.716271400451660156e+00 1.303513646125793457e+00 1.232787370681762695e+00 5.873411297798156738e-01 2.059334754943847656e+00 4.729639589786529541e-01 1.810891866683959961e+00 4.564650535583496094e+00 9.791833758354187012e-01 8.416926264762878418e-01 3.063590764999389648e+00 1.793313384056091309e+00 8.154341578483581543e-01 1.630232810974121094e+00 1.415706992149353027e+00 9.240999221801757812e-01 1.318643569946289062e+00 1.652608156204223633e+00 1.691113710403442383e+00 1.210895895957946777e+00 1.533411979675292969e+00 1.058052182197570801e+00 3.695215880870819092e-01 1.918087959289550781e+00 2.302267789840698242e+00 1.864021897315979004e+00 6.374016404151916504e-01 1.469052076339721680e+00 1.915909409523010254e+00 1.657818198204040527e+00 3.347018957138061523e+00 1.036626458168029785e+00 6.029713749885559082e-01 1.757283687591552734e+00 4.945889115333557129e-01 1.241700768470764160e+00 6.244390010833740234e-01 5.946549177169799805e-01 2.970792531967163086e+00 2.961524009704589844e+00 4.383747577667236328e+00 8.165902495384216309e-01 1.768396615982055664e+00 1.696981906890869141e+00 4.215856194496154785e-01 7.358915805816650391e-01 5.931559801101684570e-01 1.280307650566101074e+00 1.051750898361206055e+00 2.760865926742553711e+00
